"ROW.NUM","ICD.9.CM.CODE","CCS.CATEGORY","CCS.CATEGORY.DESCRIPTION","ICD.9.CM.CODE.DESCRIPTION","OPTIONAL.CCS.CATEGORY","OPTIONAL.CCS.CATEGORY.DESCRIPTION","ICD9.CODE.FRMT"
"3628","37205","90   ","Eye infectn","AC ATOPIC CONJUNCTIVITIS"," "," ","372.05"
"3629","37206","90   ","Eye infectn","Ac chem conjunctivitis (Begin 2009)"," "," ","372.06"
"3630","37210","90   ","Eye infectn","CHR CONJUNCTIVITIS NOS"," "," ","372.10"
"3631","37211","90   ","Eye infectn","SIMPL CHR CONJUNCTIVITIS"," "," ","372.11"
"3632","37212","90   ","Eye infectn","CHR FOLLIC CONJUNCTIVIT"," "," ","372.12"
"3633","37213","90   ","Eye infectn","VERNAL CONJUNCTIVITIS"," "," ","372.13"
"3634","37214","90   ","Eye infectn","CHR ALLRG CONJUNCTIV NEC"," "," ","372.14"
"3635","37215","90   ","Eye infectn","PARASITIC CONJUNCTIVITIS"," "," ","372.15"
"3636","37220","90   ","Eye infectn","BLEPHAROCONJUNCTIVIT NOS"," "," ","372.20"
"3637","37221","90   ","Eye infectn","ANGULAR BLEPHAROCONJUNCT"," "," ","372.21"
"3638","37222","90   ","Eye infectn","CONTACT BLEPHAROCONJUNCT"," "," ","372.22"
"3639","37230","90   ","Eye infectn","CONJUNCTIVITIS NOS"," "," ","372.30"
"3640","37231","90   ","Eye infectn","ROSACEA CONJUNCTIVITIS"," "," ","372.31"
"3641","37233","90   ","Eye infectn","MUCOCUTAN DIS CONJUNCTIV"," "," ","372.33"
"3642","37239","90   ","Eye infectn","CONJUNCTIVITIS NEC"," "," ","372.39"
"3643","37300","90   ","Eye infectn","BLEPHARITIS NOS"," "," ","373.00"
"3644","37301","90   ","Eye infectn","ULCERATIVE BLEPHARITIS"," "," ","373.01"
"3645","37302","90   ","Eye infectn","SQUAMOUS BLEPHARITIS"," "," ","373.02"
"3646","37311","90   ","Eye infectn","HORDEOLUM EXTERNUM"," "," ","373.11"
"3647","37312","90   ","Eye infectn","HORDEOLUM INTERNUM"," "," ","373.12"
"3648","37313","90   ","Eye infectn","ABSCESS OF EYELID"," "," ","373.13"
"3649","37331","90   ","Eye infectn","ECZEM DERMATITIS EYELID"," "," ","373.31"
"3650","37332","90   ","Eye infectn","CONTACT DERMATIT EYELID"," "," ","373.32"
"3651","37333","90   ","Eye infectn","XERODERMA OF EYELID"," "," ","373.33"
"3652","37334","90   ","Eye infectn","DISC LUP ERYTHEMATOS LID"," "," ","373.34"
"3653","3734 ","90   ","Eye infectn","INFECT DERM LID W DEFORM"," "," ","373.4"
"3654","3735 ","90   ","Eye infectn","INFEC DERMATITIS LID NEC"," "," ","373.5"
"3655","3736 ","90   ","Eye infectn","PARASITIC INFEST EYELID"," "," ","373.6"
"3656","3738 ","90   ","Eye infectn","INFLAMMATION EYELID NEC"," "," ","373.8"
"3657","3739 ","90   ","Eye infectn","INFLAMMATION EYELID NOS"," "," ","373.9"
"3658","37500","90   ","Eye infectn","DACRYOADENITIS NOS"," "," ","375.00"
"3659","37501","90   ","Eye infectn","ACUTE DACRYOADENITIS"," "," ","375.01"
"3660","37502","90   ","Eye infectn","CHRONIC DACRYOADENITIS"," "," ","375.02"
"3661","37503","90   ","Eye infectn","CH ENLARGMNT LACRIM GLND"," "," ","375.03"
"3662","37530","90   ","Eye infectn","DACRYOCYSTITIS NOS"," "," ","375.30"
"3663","37531","90   ","Eye infectn","ACUTE CANALICULITIS"," "," ","375.31"
"3664","37532","90   ","Eye infectn","ACUTE DACRYOCYSTITIS"," "," ","375.32"
"3665","37533","90   ","Eye infectn","PHLEGMON DACRYOCYSTITIS"," "," ","375.33"
"3666","37541","90   ","Eye infectn","CHRONIC CANALICULITIS"," "," ","375.41"
"3667","37542","90   ","Eye infectn","CHRONIC DACRYOCYSTITIS"," "," ","375.42"
"3668","37543","90   ","Eye infectn","LACRIMAL MUCOCELE"," "," ","375.43"
"3669","37600","90   ","Eye infectn","ACUTE INFLAM NOS- ORBIT"," "," ","376.00"
"3670","37601","90   ","Eye infectn","ORBITAL CELLULITIS"," "," ","376.01"
"3671","37602","90   ","Eye infectn","ORBITAL PERIOSTITIS"," "," ","376.02"
"3672","37603","90   ","Eye infectn","ORBITAL OSTEOMYELITIS"," "," ","376.03"
"3673","37604","90   ","Eye infectn","ORBITAL TENONITIS"," "," ","376.04"
"3674","37610","90   ","Eye infectn","CHR INFLAM NOS- ORBIT"," "," ","376.10"
"3675","37611","90   ","Eye infectn","ORBITAL GRANULOMA"," "," ","376.11"
"3676","37612","90   ","Eye infectn","ORBITAL MYOSITIS"," "," ","376.12"
"3677","37613","90   ","Eye infectn","PARASITE INFEST- ORBIT"," "," ","376.13"
"3678","37730","90   ","Eye infectn","OPTIC NEURITIS NOS"," "," ","377.30"
"3679","37731","90   ","Eye infectn","OPTIC PAPILLITIS"," "," ","377.31"
"3680","37732","90   ","Eye infectn","RETROBULBAR NEURITIS"," "," ","377.32"
"3681","37733","90   ","Eye infectn","NUTRITION OPTC NEUROPTHY"," "," ","377.33"
"3682","37734","90   ","Eye infectn","TOXIC OPTIC NEUROPATHY"," "," ","377.34"
"3683","37739","90   ","Eye infectn","OPTIC NEURITIS NEC"," "," ","377.39"
"3684","37900","90   ","Eye infectn","SCLERITIS NOS"," "," ","379.00"
"3685","37901","90   ","Eye infectn","EPISCLERIT PERIODIC FUGX"," "," ","379.01"
"3686","37902","90   ","Eye infectn","NODULAR EPISCLERITIS"," "," ","379.02"
"3687","37903","90   ","Eye infectn","ANTERIOR SCLERITIS"," "," ","379.03"
"3688","37904","90   ","Eye infectn","SCLEROMALACIA PERFORANS"," "," ","379.04"
"3689","37905","90   ","Eye infectn","SCLERITIS W CORNEA INVOL"," "," ","379.05"
"3690","37906","90   ","Eye infectn","BRAWNY SCLERITIS"," "," ","379.06"
"3691","37907","90   ","Eye infectn","POSTERIOR SCLERITIS"," "," ","379.07"
"3692","37909","90   ","Eye infectn","SCLERITIS NEC"," "," ","379.09"
"3693","37960","90   ","Eye infectn","INFLAM POSTPROC BLEB NOS (Begin 2006)"," "," ","379.60"
"3694","37961","90   ","Eye infectn","INFLAM POSTPROC BLEB"," "," ","379.61"
"3695","37962","90   ","Eye infectn","INFLAM POSTPROC BLEB"," "," ","379.62"
"3696","37963","90   ","Eye infectn","INFLAM POSTPROC BLEB"," "," ","379.63"
"3697","36020","91   ","Other eye dx","DEGENERAT GLOBE DIS NOS"," "," ","360.20"
"3698","36021","91   ","Other eye dx","PROGRESSIVE HIGH MYOPIA"," "," ","360.21"
"3699","36023","91   ","Other eye dx","SIDEROSIS"," "," ","360.23"
"3700","36024","91   ","Other eye dx","OTHER METALLOSIS- EYE"," "," ","360.24"
"3701","36029","91   ","Other eye dx","DEGENERATIVE GLOBE NEC"," "," ","360.29"
"3702","36030","91   ","Other eye dx","HYPOTONY NOS- EYE"," "," ","360.30"
"3703","36031","91   ","Other eye dx","PRIMARY HYPOTONY"," "," ","360.31"
"3704","36032","91   ","Other eye dx","HYPOTONY DUE TO FISTULA"," "," ","360.32"
"3705","36033","91   ","Other eye dx","HYPOTONY W EYE DIS NEC"," "," ","360.33"
"3706","36034","91   ","Other eye dx","FLAT ANTERIOR CHAMBER"," "," ","360.34"
"3707","36040","91   ","Other eye dx","DEGENERATION OF EYE NOS"," "," ","360.40"
"3708","36041","91   ","Other eye dx","BLIND HYPOTENSIVE EYE"," "," ","360.41"
"3709","36042","91   ","Other eye dx","BLIND HYPERTENSIVE EYE"," "," ","360.42"
"3710","36043","91   ","Other eye dx","HEMOPHTHALMOS"," "," ","360.43"
"3711","36044","91   ","Other eye dx","LEUCOCORIA"," "," ","360.44"
"3712","36050","91   ","Other eye dx","OLD MAGNET FB- EYE NOS"," "," ","360.50"
"3713","36051","91   ","Other eye dx","OLD MAGNET FB- ANT CHAMB"," "," ","360.51"
"3714","36052","91   ","Other eye dx","OLD MAGNET FB- IRIS"," "," ","360.52"
"3715","36053","91   ","Other eye dx","OLD MAGNET FB- LENS"," "," ","360.53"
"3716","36054","91   ","Other eye dx","OLD MAGNET FB- VITREOUS"," "," ","360.54"
"3717","36055","91   ","Other eye dx","OLD MAGNET FB- POST WALL"," "," ","360.55"
"3718","36059","91   ","Other eye dx","OLD MAGNET FB- EYE NEC"," "," ","360.59"
"3719","36060","91   ","Other eye dx","INTRAOCULAR FB NOS"," "," ","360.60"
"3720","36061","91   ","Other eye dx","FB IN ANTERIOR CHAMBER"," "," ","360.61"
"3721","36062","91   ","Other eye dx","FB IN IRIS OR CILIARY"," "," ","360.62"
"3722","36063","91   ","Other eye dx","FOREIGN BODY IN LENS"," "," ","360.63"
"3723","36064","91   ","Other eye dx","FOREIGN BODY IN VITREOUS"," "," ","360.64"
"3724","36065","91   ","Other eye dx","FB IN POSTERIOR WALL"," "," ","360.65"
"3725","36069","91   ","Other eye dx","INTRAOCULAR FB NEC"," "," ","360.69"
"3726","36081","91   ","Other eye dx","LUXATION OF GLOBE"," "," ","360.81"
"3727","36089","91   ","Other eye dx","DISORDER OF GLOBE NEC"," "," ","360.89"
"3728","3609 ","91   ","Other eye dx","DISORDER OF GLOBE NOS"," "," ","360.9"
"3729","36330","91   ","Other eye dx","CHORIORETINAL SCAR NOS"," "," ","363.30"
"3730","36331","91   ","Other eye dx","SOLAR RETINOPATHY"," "," ","363.31"
"3731","36332","91   ","Other eye dx","MACULAR SCARS NEC"," "," ","363.32"
"3732","36333","91   ","Other eye dx","POSTERIOR POLE SCAR NEC"," "," ","363.33"
"3733","36334","91   ","Other eye dx","PERIPHERAL RETINAL SCARS"," "," ","363.34"
"3734","36335","91   ","Other eye dx","DISSEMINATED RETINA SCAR"," "," ","363.35"
"3735","36340","91   ","Other eye dx","CHOROIDAL DEGEN NOS"," "," ","363.40"
"3736","36341","91   ","Other eye dx","SENILE ATROPHY- CHOROID"," "," ","363.41"
"3737","36342","91   ","Other eye dx","DIFUS SEC ATROPH CHOROID"," "," ","363.42"
"3738","36343","91   ","Other eye dx","ANGIOID STREAKS- CHOROID"," "," ","363.43"
"3739","36350","91   ","Other eye dx","HERED CHOROID ATROPH NOS"," "," ","363.50"
"3740","36351","91   ","Other eye dx","PRT CIRCMPAP CHOROID DYS"," "," ","363.51"
"3741","36352","91   ","Other eye dx","TOT CIRCMPAP CHOROID DYS"," "," ","363.52"
"3742","36353","91   ","Other eye dx","PART CENT CHOROID DYSTR"," "," ","363.53"
"3743","36354","91   ","Other eye dx","TOT CENT CHOROID ATROPHY"," "," ","363.54"
"3744","36355","91   ","Other eye dx","CHOROIDEREMIA"," "," ","363.55"
"3745","36356","91   ","Other eye dx","PRT GEN CHOROID DYST NEC"," "," ","363.56"
"3746","36357","91   ","Other eye dx","TOT GEN CHOROID DYST NEC"," "," ","363.57"
"3747","36361","91   ","Other eye dx","CHOROIDAL HEMORRHAGE NOS"," "," ","363.61"
"3748","36362","91   ","Other eye dx","EXPULSIVE CHOROID HEMORR"," "," ","363.62"
"3749","36363","91   ","Other eye dx","CHOROIDAL RUPTURE"," "," ","363.63"
"3750","36370","91   ","Other eye dx","CHOROIDAL DETACHMENT NOS"," "," ","363.70"
"3751","36371","91   ","Other eye dx","SEROUS CHOROID DETACHMNT"," "," ","363.71"
"3752","36372","91   ","Other eye dx","HEMORR CHOROID DETACHMNT"," "," ","363.72"
"3753","3638 ","91   ","Other eye dx","DISORDERS OF CHOROID NEC"," "," ","363.8"
"3754","3639 ","91   ","Other eye dx","CHOROIDAL DISORDER NOS"," "," ","363.9"
"3755","36441","91   ","Other eye dx","HYPHEMA"," "," ","364.41"
"3756","36442","91   ","Other eye dx","RUBEOSIS IRIDIS"," "," ","364.42"
"3757","36451","91   ","Other eye dx","PROGRESSIVE IRIS ATROPHY"," "," ","364.51"
"3758","36452","91   ","Other eye dx","IRIDOSCHISIS"," "," ","364.52"
"3759","36453","91   ","Other eye dx","PIGMENT IRIS DEGENERAT"," "," ","364.53"
"3760","36454","91   ","Other eye dx","PUPILLARY MARGIN DEGEN"," "," ","364.54"
"3761","36455","91   ","Other eye dx","MIOTIC CYST PUPIL MARGIN"," "," ","364.55"
"3762","36456","91   ","Other eye dx","DEGEN CHAMBER ANGLE"," "," ","364.56"
"3763","36457","91   ","Other eye dx","DEGEN CILIARY BODY"," "," ","364.57"
"3764","36459","91   ","Other eye dx","IRIS ATROPHY NEC"," "," ","364.59"
"3765","36460","91   ","Other eye dx","IDIOPATHIC CYSTS"," "," ","364.60"
"3766","36461","91   ","Other eye dx","IMPLANTATION CYSTS"," "," ","364.61"
"3767","36462","91   ","Other eye dx","EXUD CYST IRIS/ANT CHAMB"," "," ","364.62"
"3768","36463","91   ","Other eye dx","PRIMARY CYST PARS PLANA"," "," ","364.63"
"3769","36464","91   ","Other eye dx","EXUDAT CYST PARS PLANA"," "," ","364.64"
"3770","36470","91   ","Other eye dx","ADHESIONS OF IRIS NOS"," "," ","364.70"
"3771","36471","91   ","Other eye dx","POSTERIOR SYNECHIAE"," "," ","364.71"
"3772","36472","91   ","Other eye dx","ANTERIOR SYNECHIAE"," "," ","364.72"
"3773","36473","91   ","Other eye dx","GONIOSYNECHIAE"," "," ","364.73"
"3774","36474","91   ","Other eye dx","PUPILLARY MEMBRANES"," "," ","364.74"
"3775","36475","91   ","Other eye dx","PUPILLARY ABNORMALITIES"," "," ","364.75"
"3776","36476","91   ","Other eye dx","IRIDODIALYSIS"," "," ","364.76"
"3777","36477","91   ","Other eye dx","RECESSION- CHAMBER ANGLE"," "," ","364.77"
"3778","3648 ","91   ","Other eye dx","IRIS/CILIARY DIS NEC (end 2007)"," "," ","364.8"
"3779","36481","91   ","Other eye dx","FLOPPY IRIS SYNDROME (Begin 2007)"," "," ","364.81"
"3780","36482","91   ","Other eye dx","PLATEAU IRIS SYNDROME (Begin 2008)"," "," ","364.82"
"3781","36489","91   ","Other eye dx","IRIS/CILIARY DISORD NEC (Begin 2007)"," "," ","364.89"
"3782","3649 ","91   ","Other eye dx","IRIS/CILIARY DIS NOS"," "," ","364.9"
"3783","37000","91   ","Other eye dx","CORNEAL ULCER NOS"," "," ","370.00"
"3784","37001","91   ","Other eye dx","MARGINAL CORNEAL ULCER"," "," ","370.01"
"3785","37002","91   ","Other eye dx","RING CORNEAL ULCER"," "," ","370.02"
"3786","37003","91   ","Other eye dx","CENTRAL CORNEAL ULCER"," "," ","370.03"
"3787","37004","91   ","Other eye dx","HYPOPYON ULCER"," "," ","370.04"
"3788","37005","91   ","Other eye dx","MYCOTIC CORNEAL ULCER"," "," ","370.05"
"3789","37006","91   ","Other eye dx","PERFORATED CORNEAL ULCER"," "," ","370.06"
"3790","37007","91   ","Other eye dx","MOOREN-s ULCER"," "," ","370.07"
"3791","37060","91   ","Other eye dx","CORNEA NEOVASCULARIZ NOS"," "," ","370.60"
"3792","37061","91   ","Other eye dx","LOCAL VASCULARIZA CORNEA"," "," ","370.61"
"3793","37062","91   ","Other eye dx","CORNEAL PANNUS"," "," ","370.62"
"3794","37063","91   ","Other eye dx","DEEP VASCULARIZA CORNEA"," "," ","370.63"
"3795","37064","91   ","Other eye dx","CORNEAL GHOST VESSELS"," "," ","370.64"
"3796","37100","91   ","Other eye dx","CORNEAL OPACITY NOS"," "," ","371.00"
"3797","37101","91   ","Other eye dx","MINOR OPACITY OF CORNEA"," "," ","371.01"
"3798","37102","91   ","Other eye dx","PERIPH OPACITY OF CORNEA"," "," ","371.02"
"3799","37103","91   ","Other eye dx","CENTRAL OPACITY- CORNEA"," "," ","371.03"
"3800","37104","91   ","Other eye dx","ADHERENT LEUCOMA"," "," ","371.04"
"3801","37105","91   ","Other eye dx","PHTHISICAL CORNEA"," "," ","371.05"
"3802","37110","91   ","Other eye dx","CORNEAL DEPOSIT NOS"," "," ","371.10"
"3803","37111","91   ","Other eye dx","ANT CORNEA PIGMENTATION"," "," ","371.11"
"3804","37112","91   ","Other eye dx","STROMAL CORNEA PIGMENT"," "," ","371.12"
"3805","37113","91   ","Other eye dx","POST CORNEA PIGMENTATION"," "," ","371.13"
"3806","37114","91   ","Other eye dx","KAYSER-FLEISCHER RING"," "," ","371.14"
"3807","37115","91   ","Other eye dx","OTH DEPOSIT W METAB DIS"," "," ","371.15"
"3808","37116","91   ","Other eye dx","ARGENTOUS CORNEA DEPOSIT"," "," ","371.16"
"3809","37120","91   ","Other eye dx","CORNEAL EDEMA NOS"," "," ","371.20"
"3810","37121","91   ","Other eye dx","IDIOPATHIC CORNEAL EDEMA"," "," ","371.21"
"3811","37122","91   ","Other eye dx","SECONDARY CORNEAL EDEMA"," "," ","371.22"
"3812","37123","91   ","Other eye dx","BULLOUS KERATOPATHY"," "," ","371.23"
"3813","37124","91   ","Other eye dx","EDEMA D/T CONTACT LENS"," "," ","371.24"
"3814","37130","91   ","Other eye dx","CORNEA MEMB CHANGE NOS"," "," ","371.30"
"3815","37131","91   ","Other eye dx","FOLD OF BOWMAN MEMBRANE"," "," ","371.31"
"3816","37132","91   ","Other eye dx","FOLD IN DESCEMET MEMBRAN"," "," ","371.32"
"3817","37133","91   ","Other eye dx","RUPTURE DESCEMET MEMBRAN"," "," ","371.33"
"3818","37140","91   ","Other eye dx","CORNEAL DEGENERATION NOS"," "," ","371.40"
"3819","37141","91   ","Other eye dx","SENILE CORNEAL CHANGES"," "," ","371.41"
"3820","37142","91   ","Other eye dx","RECURRENT CORNEA EROSION"," "," ","371.42"
"3821","37143","91   ","Other eye dx","BAND-SHAPED KERATOPATHY"," "," ","371.43"
"3822","37144","91   ","Other eye dx","CALCER CORNEA DEGEN NEC"," "," ","371.44"
"3823","37145","91   ","Other eye dx","KERATOMALACIA NOS"," "," ","371.45"
"3824","37146","91   ","Other eye dx","NODULAR CORNEA DEGEN"," "," ","371.46"
"3825","37148","91   ","Other eye dx","PERIPHERAL CORNEA DEGEN"," "," ","371.48"
"3826","37149","91   ","Other eye dx","CORNEA DEGENERATION NEC"," "," ","371.49"
"3827","37150","91   ","Other eye dx","CORNEAL DYSTROPHY NOS"," "," ","371.50"
"3828","37151","91   ","Other eye dx","JUV EPITH CORNEA DYSTRPH"," "," ","371.51"
"3829","37152","91   ","Other eye dx","ANT CORNEA DYSTROPHY NEC"," "," ","371.52"
"3830","37153","91   ","Other eye dx","GRANULAR CORNEA DYSTRPHY"," "," ","371.53"
"3831","37154","91   ","Other eye dx","LATTICE CORNEA DYSTROPHY"," "," ","371.54"
"3832","37155","91   ","Other eye dx","MACULAR CORNEA DYSTROPHY"," "," ","371.55"
"3833","37156","91   ","Other eye dx","STROM CORNEA DYSTRPH NEC"," "," ","371.56"
"3834","37157","91   ","Other eye dx","ENDOTHEL CORNEA DYSTRPHY"," "," ","371.57"
"3835","37158","91   ","Other eye dx","POST CORNEA DYSTRPHY NEC"," "," ","371.58"
"3836","37160","91   ","Other eye dx","KERATOCONUS NOS"," "," ","371.60"
"3837","37161","91   ","Other eye dx","KERATOCONUS- STABLE"," "," ","371.61"
"3838","37162","91   ","Other eye dx","KERATOCONUS- AC HYDROPS"," "," ","371.62"
"3839","37170","91   ","Other eye dx","CORNEAL DEFORMITY NOS"," "," ","371.70"
"3840","37171","91   ","Other eye dx","CORNEAL ECTASIA"," "," ","371.71"
"3841","37172","91   ","Other eye dx","DESCEMETOCELE"," "," ","371.72"
"3842","37173","91   ","Other eye dx","CORNEAL STAPHYLOMA"," "," ","371.73"
"3843","37181","91   ","Other eye dx","CORNEAL ANESTHESIA"," "," ","371.81"
"3844","37182","91   ","Other eye dx","CORNEAL DIS-CONTACT LENS (Begin 1992)"," "," ","371.82"
"3845","37189","91   ","Other eye dx","CORNEAL DISORDER NEC"," "," ","371.89"
"3846","3719 ","91   ","Other eye dx","CORNEAL DISORDER NOS"," "," ","371.9"
"3847","37234","91   ","Other eye dx","PINGUECULITIS (Begin 2008)"," "," ","372.34"
"3848","37240","91   ","Other eye dx","PTERYGIUM NOS"," "," ","372.40"
"3849","37241","91   ","Other eye dx","PERIPH STATION PTERYGIUM"," "," ","372.41"
"3850","37242","91   ","Other eye dx","PERIPH PROGESS PTERYGIUM"," "," ","372.42"
"3851","37243","91   ","Other eye dx","CENTRAL PTERYGIUM"," "," ","372.43"
"3852","37244","91   ","Other eye dx","DOUBLE PTERYGIUM"," "," ","372.44"
"3853","37245","91   ","Other eye dx","RECURRENT PTERYGIUM"," "," ","372.45"
"3854","37250","91   ","Other eye dx","CONJUNCTIVAL DEGEN NOS"," "," ","372.50"
"3855","37251","91   ","Other eye dx","PINGUECULA"," "," ","372.51"
"3856","37252","91   ","Other eye dx","PSEUDOPTERYGIUM"," "," ","372.52"
"3857","37253","91   ","Other eye dx","CONJUNCTIVAL XEROSIS"," "," ","372.53"
"3858","37254","91   ","Other eye dx","CONJUNCTIVAL CONCRETIONS"," "," ","372.54"
"3859","37255","91   ","Other eye dx","CONJUNCTIVA PIGMENTATION"," "," ","372.55"
"3860","37256","91   ","Other eye dx","CONJUNCTIVAL DEPOSITS"," "," ","372.56"
"3861","37261","91   ","Other eye dx","GRANULOMA OF CONJUNCTIVA"," "," ","372.61"
"3862","37262","91   ","Other eye dx","LOCAL CONJUNCTIVA ADHES"," "," ","372.62"
"3863","37263","91   ","Other eye dx","SYMBLEPHARON"," "," ","372.63"
"3864","37264","91   ","Other eye dx","SCARRING OF CONJUNCTIVA"," "," ","372.64"
"3865","37271","91   ","Other eye dx","HYPEREMIA OF CONJUNCTIVA"," "," ","372.71"
"3866","37272","91   ","Other eye dx","CONJUNCTIVAL HEMORRHAGE"," "," ","372.72"
"3867","37273","91   ","Other eye dx","CONJUNCTIVAL EDEMA"," "," ","372.73"
"3868","37274","91   ","Other eye dx","CONJUNCTIVA VASC ANOMALY"," "," ","372.74"
"3869","37275","91   ","Other eye dx","CONJUNCTIVAL CYSTS"," "," ","372.75"
"3870","3728 ","91   ","Other eye dx","CONJUNCTIVA DISORDER NEC (End 2000)"," "," ","372.8"
"3871","37281","91   ","Other eye dx","CONJUNCTIVOCHALASIS (Begin 2000)"," "," ","372.81"
"3872","37289","91   ","Other eye dx","OTHER DISORDERS OF CONJUNCTIVA (Begin 2000)"," "," ","372.89"
"3873","3729 ","91   ","Other eye dx","CONJUNCTIVA DISORDER NOS"," "," ","372.9"
"3874","3732 ","91   ","Other eye dx","CHALAZION"," "," ","373.2"
"3875","37400","91   ","Other eye dx","ENTROPION NOS"," "," ","374.00"
"3876","37401","91   ","Other eye dx","SENILE ENTROPION"," "," ","374.01"
"3877","37402","91   ","Other eye dx","MECHANICAL ENTROPION"," "," ","374.02"
"3878","37403","91   ","Other eye dx","SPASTIC ENTROPION"," "," ","374.03"
"3879","37404","91   ","Other eye dx","CICATRICIAL ENTROPION"," "," ","374.04"
"3880","37405","91   ","Other eye dx","TRICHIASIS W/O ENTROPION"," "," ","374.05"
"3881","37410","91   ","Other eye dx","ECTROPION NOS"," "," ","374.10"
"3882","37411","91   ","Other eye dx","SENILE ECTROPION"," "," ","374.11"
"3883","37412","91   ","Other eye dx","MECHANICAL ECTROPION"," "," ","374.12"
"3884","37413","91   ","Other eye dx","SPASTIC ECTROPION"," "," ","374.13"
"3885","37414","91   ","Other eye dx","CICATRICIAL ECTROPION"," "," ","374.14"
"3886","37420","91   ","Other eye dx","LAGOPHTHALMOS NOS"," "," ","374.20"
"3887","37421","91   ","Other eye dx","PARALYTIC LAGOPHTHALMOS"," "," ","374.21"
"3888","37422","91   ","Other eye dx","MECHANICAL LAGOPHTHALMOS"," "," ","374.22"
"3889","37423","91   ","Other eye dx","CICATRICIAL LAGOPHTHALM"," "," ","374.23"
"3890","37430","91   ","Other eye dx","PTOSIS OF EYELID NOS"," "," ","374.30"
"3891","37431","91   ","Other eye dx","PARALYTIC PTOSIS"," "," ","374.31"
"3892","37432","91   ","Other eye dx","MYOGENIC PTOSIS"," "," ","374.32"
"3893","37433","91   ","Other eye dx","MECHANICAL PTOSIS"," "," ","374.33"
"3894","37434","91   ","Other eye dx","BLEPHAROCHALASIS"," "," ","374.34"
"3895","37441","91   ","Other eye dx","LID RETRACTION OR LAG"," "," ","374.41"
"3896","37443","91   ","Other eye dx","ABNORM INNERVATION SYND"," "," ","374.43"
"3897","37444","91   ","Other eye dx","SENSORY DISORDERS- LID"," "," ","374.44"
"3898","37445","91   ","Other eye dx","SENSORMOTR DISOR LID NEC"," "," ","374.45"
"3899","37446","91   ","Other eye dx","BLEPHAROPHIMOSIS"," "," ","374.46"
"3900","37450","91   ","Other eye dx","DEGEN DISORDER NOS- LID"," "," ","374.50"
"3901","37451","91   ","Other eye dx","XANTHELASMA"," "," ","374.51"
"3902","37452","91   ","Other eye dx","HYPERPIGMENTATION LID"," "," ","374.52"
"3903","37453","91   ","Other eye dx","HYPOPIGMENTATION LID"," "," ","374.53"
"3904","37454","91   ","Other eye dx","HYPERTRICHOSIS OF EYELID"," "," ","374.54"
"3905","37455","91   ","Other eye dx","HYPOTRICHOSIS OF EYELID"," "," ","374.55"
"3906","37456","91   ","Other eye dx","DEGEN DIS EYELID NEC"," "," ","374.56"
"3907","37481","91   ","Other eye dx","HEMORRHAGE OF EYELID"," "," ","374.81"
"3908","37482","91   ","Other eye dx","EDEMA OF EYELID"," "," ","374.82"
"3909","37483","91   ","Other eye dx","ELEPHANTIASIS OF EYELID"," "," ","374.83"
"3910","37484","91   ","Other eye dx","CYSTS OF EYELIDS"," "," ","374.84"
"3911","37485","91   ","Other eye dx","VASCULAR ANOMALY- EYELID"," "," ","374.85"
"3912","37486","91   ","Other eye dx","OLD FOREIGN BODY- EYELID"," "," ","374.86"
"3913","37487","91   ","Other eye dx","DERMATOCHALASIS (Begin 1990)"," "," ","374.87"
"3914","37489","91   ","Other eye dx","DISORDERS OF EYELID NEC"," "," ","374.89"
"3915","3749 ","91   ","Other eye dx","DISORDER OF EYELID NOS"," "," ","374.9"
"3916","37511","91   ","Other eye dx","DACRYOPS"," "," ","375.11"
"3917","37512","91   ","Other eye dx","LACRIMAL GLAND CYST NEC"," "," ","375.12"
"3918","37513","91   ","Other eye dx","PRIMARY LACRIMAL ATROPHY"," "," ","375.13"
"3919","37514","91   ","Other eye dx","SECONDARY LACRIM ATROPHY"," "," ","375.14"
"3920","37515","91   ","Other eye dx","TEAR FILM INSUFFIC NOS"," "," ","375.15"
"3921","37516","91   ","Other eye dx","LACRIMAL GLAND DISLOCAT"," "," ","375.16"
"3922","37520","91   ","Other eye dx","EPIPHORA NOS"," "," ","375.20"
"3923","37521","91   ","Other eye dx","EPIPHORA D/T EXCESS TEAR"," "," ","375.21"
"3924","37522","91   ","Other eye dx","EPIPHORA D/T INSUF DRAIN"," "," ","375.22"
"3925","37551","91   ","Other eye dx","LACRIML PUNCTUM EVERSION"," "," ","375.51"
"3926","37552","91   ","Other eye dx","LACRIML PUNCTUM STENOSIS"," "," ","375.52"
"3927","37553","91   ","Other eye dx","LACRIM CANALIC STENOSIS"," "," ","375.53"
"3928","37554","91   ","Other eye dx","LACRIMAL SAC STENOSIS"," "," ","375.54"
"3929","37555","91   ","Other eye dx","NEONATAL NASOLACRML OBST"," "," ","375.55"
"3930","37556","91   ","Other eye dx","ACQ NASOLACRML STENOSIS"," "," ","375.56"
"3931","37557","91   ","Other eye dx","DACRYOLITH"," "," ","375.57"
"3932","37561","91   ","Other eye dx","LACRIMAL FISTULA"," "," ","375.61"
"3933","37569","91   ","Other eye dx","LACRIM PASSGE CHANGE NEC"," "," ","375.69"
"3934","37581","91   ","Other eye dx","LACRIM PASSAGE GRANULOMA"," "," ","375.81"
"3935","37589","91   ","Other eye dx","LACRIMAL SYST DIS NEC"," "," ","375.89"
